"text","handle","category","star_tweet"
"😀🙉🤗 #Magazine #Vulture : Get Gina Rodriguez a Giant Coat, Shes Doing a Live-Action Carmen Sandiego Movie | Vulture, please click here for details. #Magazine #Celeb #News #Today #Maga https://t.co/Qk36huGLCG","@magazinbirbak","pop culture",
"@SUP3RFRUIT #nostalgia freddie fish, putt putt travels through time, where in the world is Carmen San Diego. Recess, saved by the bell,","@Hitomimyhomie14","pop culture",
"#TBT one time I unintentionally dressed up as Carmen San Diego for the #loveaheart auction (fitting,… http://t.co/LkmxJPBeBm","@_nctaylor","fashion",
"@astepanovich He actually picked up the entire Utah Data Center and ran away with it Carmen Sandiego style","@JakeLaperruque","pop culture",
"@buzzerblog They should see about getting Carmen Sandiego from PBS. Educational Game Show programming!","@TheZorker","edutainment",
"Lady just sashayed across the elementary school parking lot in a bright red Carmen Sandiego trench coat. OKAY, MA'AM. #wheretheysellthose?","@HolleyTrent","fashion",
"@SuperBulletWill It was a game I played at school in computer class along with Carmen Sandiego. So it probably was designed as an educational game but it honestly felt like a regular video game.","@WeeabooNinja","edutainment",
"Where in the world am I??? #carmensandiego #halloween #overlay @ Somewhere on Earth https://t.co/2qRhJyENDT","@JisaLayne","fashion",
"... and a lot like an awesome mashup between a Choose-Your-Own-Adventure book and Where in the World is Carmen Sandiego. But BETTER.","@DavidJonFuller","pop culture",
"road trip by nsp is a modern day where in the world is carmen sandiego","@IizzieoIsen","pop culture",
"FIRST LOOK: Netflix Sets ‘Carmen Sandiego’ Reboot for January 18 https://t.co/LpIXOuG3i6 #inspiration #animation","@SebastianPimz","pop culture",
"Why is the female detective dressed like Carmen San Diego ?? #MotiveUSA","@kissMYsa55","fashion",
"Awoke to learn one of my friends listens to the Carmen Sandiego game show music album on the way to work.","@ItsTheBrandi","rockapella",
"@Bendilin Carmen Sandiego could never work in a post-911 world due to airport security/the surveillance state.","@Bendilin","travel",
"Speaking of which, how hard would it b to be Carmen San Diego for #Halloween?","@E_Sqrd_Affair","fashion",
"@kchironis Mortal Kombat, Tekken, and Tomb Raider -- video games that actually had female characters. In the case of Tomb Raider, the main character was a woman. I'd also throw out Where in the World is Carmen San Diego. It made me want to travel and learn about different places.","@SimplxeSierra","travel",
"@GOPBlackChick #AskGOPBlackChick Where is Carmen San Diego and is she wearing Bobby Shmurdas Hat?","@HeadcACE1906","pop culture",
"My Favorite Girl carmen_sandiego_ Who Travels The World 🌎 Reppin My Skitdadle Shirt Out #Thailand… http://t.co/n3gdMn59Hd","@PeanutLive215","travel",
"@NikolaiDenmark I demand that he begin wearing Carmen San Diego-esque attire immediately.","@Nicholi81","fashion",
