"text","handle","category","star_tweet"
"Already have my next Halloween costume planned out. Carmen Sandiego. My date&39;ll go as Where&39;s Wally. Always wanted to do that","@brooksett1614","fashion",
"Mimi looks like Carmen San Diego in this hat! 😂😂😂😂 #LHHATL","@tinawillz","fashion",
"@hollybrocks PLEASE say it was an awesome Carmen Sandiego cosplay","@jrothwell","fashion",
"@johnnydollar01 Thanks for the link. I wish I'd thought of your headline. Much better than my old-hat Carmen San Diego reference. ;)","@TheCableGame","fashion",
"Full list of cartoon intros, in order: 1. Duck Tales 2. A Pup Named Scooby Doo 3. Where is Carmen San Diego 4. Tiny Toon Adventures 5. TMNT","@JaredHHawkins","cultural-icon",
"I first learned about feminism and geography in the same place: Where in the World is Carmen Sandiego?","@juliarebeccaj","edutainment","x"
"Greenlit: Gina Rodriguez will explore the world as live-action ""Carmen Sandiego"" + more https://t.co/W3bSrLDhC0 https://t.co/KtpLKy9cBX","@Backstage","travel",
"@margarita “@margarita: Carmen Sandiego is my favorite international woman” same","@invisiblecircus","role-model","x"
"After Magic School Bus and Bill Nye, Netflix continues to reboot your 90's childhood with Carmen Sandiego. https://t.co/zIX2LcksYI","@lachstep","cultural-icon",
"@mthomps Carmen Sandiego and Sim City. Also, poker taught me how to bluff.","@suzanneyada","edutainment",
"I now know where #carmensandiego got her style from. @AgentCarterTV #agentcarter #marvel #womenofmarvel http://t.co/L5tjLMPTQh","@roguejaguar","fashion",
"I found Carmen San Diego in Santa Monica. She updated her coat color but didn't foul me.… https://t.co/MvqnP43uJv","@DominicDDaniel","fashion",
"It also had a few educational games on it that I definitely attribute all of my later interests and skills. Kid Pix, Spooky's Typing, The Treehouse and Where in the World is Carmen Sandiego. Oops this turned into a callout post on myself, haha. https://t.co/k88HRWtkwz","@alzuna","edutainment",
"I reject this. Carmen Sandiego is a woman who leads a global network of associates, and we don’t know what she does with her acquired goods. She could secretly be a Robin Hood in a killer red trench coat. https://t.co/XCAFQAt922","@ModernMage","fashion",
"@sarahcoldheart See? That's why I said carmen sandiego cosplay. Maybe lose the hat","@eSZactLee","fashion",
"Youtube thinks I want to hear about the adventures of Carmen Sandiego theme way too much","@talen_ebooks","cultural-icon",
"Damn Carmen Sandiego. Travels the whole world without sharing any pics. Not a single gram. Thwarting or not, this is her biggest crime yet.","@HalfKosher","travel","x"
"On this #InternationalWomensDay, I think it's important for us all to take a moment to reflect on the accomplishments of Carmen Sandiego.","@rhanser","role-model","x"
"@AlexisMullins96 @sorryimtess Tell me more! I love these kinds of stories! (I grew up on Oregon Trail, too... and Logo & Carmen San Diego... on Apple IIe's in elementary school, in the early 80s, FWIW)","@billkendrick","cultural-icon",
"@hiddenbookdream my bro & I were playing it & it also correctly guessed the Chief from that Carmen SanDiego time travel game show. Freaky XP","@Obikitty","cultural-icon",
"My shopping list currently includes ""Carmen Sandiego hat."" Must be October. #Halloween","@AshleyNRobinson","fashion",
"dad when I was growing up: why vacation when I can just go for a run & then spend the weekend in my recliner dad now: I will find Carmen San Diego if it kills me","@brianthehuman","travel",
"Cruising the port with retreaters. #portantonio #goprohero3plus #adventure #carmensandiego… https://t.co/718KDTfrez","@TravelYoginista","travel",
"is it me, or does @AnneSparacoWBNG look like carmen sandiego? sans hat!!","@motohero","fashion",
"@Tark31 I have the urge to sing the theme song from Carmen Sandiego looking at her in that hat.","@AsheWhi","fashion",
"Seriously. Get back to the Broderbund style with the punny names and actual characters and get me a new #CarmenSandiego game.","@ZombieFobby","cultural-icon",
"Carmen San Diego is on my flight!!! #childhooddream http://t.co/y928lvvP5q","@Ericdehn","fashion",
"@__Misssmarie You travel more than Carmen San Diego","@DontKryWolfHoe","travel",
"Only Carmen Sandiego knows where Bobby Shurmda hat is....","@SuckaFreeTee","cultural-icon",
"Will this finally be the year I achieve my dream of going as Carmen Sandiego for Halloween?","@amberhumbug","cultural-icon",
"How Carmen Sandiego accidentally became an educational game icon ""We didn't want to call it 'educational'. We wan… https://t.co/2kYJ7af3c1","@xGamerNewsx","edutainment",
"Where in the Universe is Carmen Sandiego, in which thieves steal scientific concepts and kids answer science trivia.","@gemini6ice","edutainment",
"The Where in X is Carmen Sandiego series was a fun mystery solving adventure that broke into the mainstream, unlike many others in the genre. It was a great game even on the Mega Drive! https://t.co/NTUSsszL19","@gamethesystemco","cultural-icon",
"Looking at this picture of Olivia Pope in this coat n hat in my LRT, got me in my Carmen SanDiego feels. Where in the world is Olivia Pope?","@thisthatknock","fashion",
"[Photographer]Waldo and Carmen Sandiego #cosplay https://t.co/rrDur5t0tN","@cosplaysnugglz","fashion",
"Good luck trying to find these guys #WizardWorld #ComicCon #Austin #carmensandiego #whereswaldo #cosplay https://t.co/gjOF0r30XQ","@WizardWorld","cultural-icon",
"Already have my next Halloween costume planned out. Carmen Sandiego. My date&39;ll go as Where&39;s Wally. Always wanted to do that","@keshaparromero","fashion",
"This Pup Has Traveled The World, And Has Drool-Worthy Pics To Prove It: Move over, Carmen Sandiego, this adven... http://t.co/Xe8b2gXUeD","@carbonmotion","travel",
"@DiscordianKitty @GSTalbert @Delafina777 I get more of a Carmen Sandiego vibe. Are you a time traveling super criminal history buff?","@Kuroishi11","travel",
"I can’t wait for this Netflix series. I’ve been a fan of Carmen Sandiego ever since I was playing the computer games in elementary school. https://t.co/12TUHshoDX","@Ryegeleye","cultural-icon",
"I'm so happy my Carmen Sandiego costume was well-received ☺️ #HalloweenCostumes http://t.co/6lh23NEIbE","@crystatimmerman","fashion",
"I‘m wearing my red trench coat and singing “Where in the World is Carmen Sandiego?” in my head.","@HemphillKay","fashion",
"From Where on Earth Is Carmen San Diego to Archie's Mystery Adventures... Qubo is a cool channel.","@rolando0314","cultural-icon",
"I have library cards for multiple systems in my area. When I go pick up my holds at one library while I have 20 books checked out from another, I feel like I’m pulling off the world’s greatest jewel heist. I’m considering getting a fedora and trenchcoat à la Carmen Sandiego.","@SpookyKidLit","cultural-icon",
"Where in the world is Carmen Sandiego? #streetphotography #hats #sundays #fujifilm_xseries #fujifeed https://t.co/UovD6eutrR https://t.co/gKYKlyBzKc","@kurai","fashion",
"Photo: cosplay-paradise: [AMA] Found Waldo and Carmen San Diego at the same time http://t.co/9pBk1ljZeM http://t.co/TKB5BKqP1s","@HouseOfArn","fashion",
".@BellaHadid channeled the badass style of Carmen Sandiego last night to honor @KARLLAGERFELD. https://t.co/egYvkQoBdZ","@VogueRunway","fashion","x"
"https://t.co/RGkbvYRR3C Vintage Red Doeskin Womens Fedora Black Strip Hat Bollman Co. Carmen Sandiego","@MerryKicks","fashion",
"@jemelehill @ElQueSab3_ is he wearing Carmen SanDiego's trench coat?","@Oregonduckfan35","fashion",
"@EpicVoiceGuy @msalylloyd @GreyDeLisle It's as I once said many moons ago: If they ever reboot ""Where on Earth is Carmen Sandiego?"", she should be cast as Carmen Sandiego cuz she's quarter Mexican and she grew up in San Diego","@LizMRosa","role-model",
"Cookie with the carmen san diego hat","@bebeBADaxx","fashion",
"I'm totally channeling Carmen Sandiego with today's outfit. 😂","@SkySull","fashion",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show Ever https://t.co/pDkPaOXbw7","@AriwaAmi","edutainment",
"Started rolling #AgentCarter. Wife looked up & said ""With the hat, she looks like Carmen San Diego"".","@Crowesq","fashion",
"The flight attendants are one large hat away from being Carmen Sandiego","@ReallyReilly","fashion",
"@BuckleyKerri Everlane has a cropped city anorak that might work. https://t.co/ls6mAFWROL I envy people who can wear trenches, though--I always feel like Carmen Sandiego. ;)","@EFSlattery","fashion",
"Heading into Richmond, VA like Carmen San Diego. **coat not pictured** @ Richmond, Virginia https://t.co/iK0JKyhG9N","@sheilatempter","fashion",
"Who ever can build a micropub client that allows me so publish save files from games on https://t.co/MkEivfMeV2 to my website will be my hero.....Power or computer has shut off every time my kids play Carmen San Diego (https://t.co/k6Q3BsL7dA)","@jgmac1106","cultural-icon",
"We was tryna catch Carmen San Diego before the bus came lol","@FlashTheSamurai","cultural-icon",
"""Sandiego weather. As in Carmen Sandiego. Go for a wide-brimmed hat and light jacket""@nytimes weather report really throwin it back today ??","@AndieNeff","fashion","x"
"Reading up on Carmen Sandiego's Latina origins and the impact she had on Latin American girls. http://t.co/rQyowslgtK http://t.co/4FpH3XHE0R","@oswaldjleon","role-model","w"
"I've always had a thing for intelligent and badass women. #4childhoodcrushes #SailorMoon #CarmenSanDiego #Disney http://t.co/QEfzLSoopy","@Polymathically","role-model",
"@genericgeekgirl a narrative-meets-Carmen sandiego game where you’re trying to go on vacation but delays/rerouting unfolds a story.","@dicefoodlodging","travel",
"668649420444012544","My sister is the real life Carmen Sandiego! By the end of 2016, she will have seen all 7 continents. She's not... https://t.co/txkqnuOvC3","cultural-icon","travel"
"Everything I know about San Marino, I learned from Carmen Sandiego. #SBSEurovision","@Scarimonious","edutainment","x"
"Carmen Sandiego? now that's a fashion trend I can get behind ❤️","@jrseguin","fashion","x"
"Where in the world is Carmen Sandiego🎶 I’ve got this song stuck in my head and it’s driving me crazy. 😂😅🤯","@GeekingOnMusic","cultural-icon",
"I've settled on my outfit for H.Styles and I'm going as Carmen San Diego's less cool cousin Jennifer Greater LA Area","@ImmaCapsicle","fashion",
"1068537459523280896","Who do you think has more frequent flyer miles Dora Waldo Carmen Sandiego I need answers 👇🏾","cultural-icon",
"Day 137: Where in the World is Carmen San Diego? Carmen San Diego is a character from a series of computer, board games and even a kids gameshow that tried and teach the youth of the early… https://t.co/FGVX1OMOMj","@JulianFGaitan82","edutainment",
